Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,LAST_NAME,FIRST_NAME,SP_TITLE
Tobi Beck,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-34.110001000000004,34.599998,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,H8IN04124,"BECK, TOBI",O,1.0,DEM,120052.37,0.0,119335.44,0.0,15.0,0.0,11237.42,5000.0,0.0,4275.0,0.0,0.0,97735.95,IN,4.0,,,,,,5000.0,500.0,12/31/2018,0.0,0.0,beck, tobi,
Kyle Brenden Moore,IN,U.S. House Indiana District 5,Representative,Regular,5/8/18,Lost,None,None,-15.58,23.700001,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,,H8IN05204,"MOORE, KYLE BRENDEN",C,1.0,DEM,6244.35,0.0,4638.68,0.0,0.0,1605.67,1050.0,0.0,0.0,0.0,0.0,0.0,5194.35,IN,5.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,moore, kyle brenden,
Sean Dugdale,IN,U.S. House Indiana District 5,Representative,Regular,5/8/18,Lost,None,None,-15.58,5.5,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8IN05147,"DUGDALE, SEAN",C,1.0,DEM,434.0,0.0,434.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,IN,5.0,,,,,,0.0,0.0,03/31/2018,0.0,0.0,dugdale, sean,
Jeannine Lee Lake,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-38.529999,38.299999,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,H8IN06152,"LAKE, JEANNINE LEE",O,1.0,DEM,100644.9,0.0,101754.84,200.0,100.0,50.58,898.27,6216.66,0.0,0.0,0.0,0.0,89455.1,IN,6.0,,,,,,3415.29,370.04,12/31/2018,2371.0,0.0,lake, jeannine lee,
James Pruett,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,None,-38.529999,25.799999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8IN06087,"PRUETT, JAMES",O,1.0,DEM,2696.35,0.0,2624.67,0.0,0.0,1572.63,0.0,0.0,0.0,0.0,0.0,0.0,2456.35,IN,6.0,,,,,,100.0,0.0,03/31/2018,0.0,0.0,pruett, james,
Kenneth Lave,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,None,-38.529999,1.9,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8IN04223,"LAVE, KENNETH J.",O,1.0,DEM,5423.68,0.0,5429.12,0.0,0.0,0.0,2873.68,0.0,0.0,0.0,0.0,0.0,2550.0,IN,6.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0,lave, kenneth j.,
William Tanoos,IN,U.S. House Indiana District 8,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-32.509997999999996,100.0,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8IN08141,"TANOOS, WILLIAM",C,1.0,DEM,229896.74,0.0,229896.74,0.0,0.0,0.0,4375.82,0.0,0.0,0.0,0.0,0.0,189945.92,IN,8.0,,,,,,27075.0,8500.0,11/29/2018,0.05,500.0,tanoos, william,
Daniel Canon,IN,U.S. House Indiana District 9,Representative,Regular,5/8/18,Lost,None,None,-26.83,30.700001,No,White,No,No,No,No,No,No,,No,,,No,,,Yes,No,,No,,,H8IN09081,"CANON, DANIEL J",C,1.0,DEM,456072.32,0.0,451606.84,0.0,0.0,-3265.85,6400.0,1500.0,0.0,622.93,0.0,0.0,440412.03,IN,9.0,,,,,,2726.82,0.0,12/31/2018,40104.23,0.0,canon, daniel j,
Liz Watson,IN,U.S. House Indiana District 9,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-26.83,66.400002,Yes,White,No,No,No,No,No,No,,Yes,,,Yes,,,No,Yes,,Yes,,,H8IN09107,"WATSON, LIZ",C,1.0,DEM,2534627.98,0.0,2518118.51,0.0,0.0,16509.47,2286.26,25000.0,0.0,25000.0,0.0,0.0,2197184.78,IN,9.0,,,,,,306990.92,2500.0,12/31/2018,14395.5,1600.0,watson, liz,
Robert Chatlos,IN,U.S. House Indiana District 9,Representative,Regular,5/8/18,Lost,None,None,-26.83,2.9000001,No,White,No,No,No,No,No,No,,No,,,No,,,No,No,,No,,,H8IN09115,"CHATLOS, ROBERT",C,1.0,DEM,3015.0,0.0,2800.0,0.0,0.0,215.0,2000.0,0.0,0.0,0.0,0.0,0.0,1015.0,IN,9.0,,,,,,0.0,0.0,04/18/2018,0.0,0.0,chatlos, robert,
Alan LaPolice,KS,U.S. House Kansas District 1,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-46.91,100.0,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,H4KS01059,"LAPOLICE, ALAN",C,1.0,DEM,215396.38,0.0,214415.67,0.0,-975.46,5.25,0.0,4200.0,0.0,0.0,0.0,31489.73,211196.38,KS,1.0,,,,,,0.0,0.0,12/31/2018,4500.0,0.0,lapolice, alan,
Paul Davis,KS,U.S. House Kansas District 2,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-19.73,100.0,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,H8KS02173,"DAVIS, PAUL T.",O,1.0,DEM,3985402.56,418693.57,3954361.15,0.0,0.0,31166.41,8355.6,0.0,0.0,0.0,0.0,17775.8,2983326.41,KS,2.0,,,,,,550232.5,5150.0,12/31/2018,8147.53,0.0,davis, paul t.,
Paul Davis,KS,U.S. House Kansas District 2,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-19.73,100.0,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,H8WV03063,"DAVIS, PAUL E",O,1.0,DEM,9240.73,0.0,8344.54,0.0,0.0,-473.0,2629.8,0.0,0.0,0.0,0.0,0.0,6610.93,WV,3.0,,,,,,0.0,0.0,07/17/2018,0.0,0.0,davis, paul e,
Brent Welder,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,None,-4.0100002,33.900002,No,White,No,No,No,No,No,Yes,,No,Yes,,,Yes,Yes,Yes,Yes,No,,,,H8KS03122,"WELDER, BRENT",C,1.0,DEM,996963.1,0.0,996664.33,0.0,0.0,298.77,2032.26,54750.0,0.0,54750.0,0.0,0.0,868956.11,KS,3.0,,,,,,70122.66,0.0,12/31/2018,59699.12,11500.0,welder, brent,
Jay Sidie,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,None,-4.0100002,2.9000001,No,White,No,No,No,No,No,No,,No,No,,,No,No,No,No,No,,,,H6KS03241,"SIDIE, JAY",C,1.0,DEM,107632.33,0.0,117503.51,0.0,9871.18,0.0,3100.0,0.0,0.0,47200.0,0.0,0.0,46401.02,KS,3.0,,,,,,0.0,0.0,12/31/2018,6043.66,0.0,sidie, jay,
Mike McCamon,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,None,-4.0100002,6.900000099999999,No,White,No,No,No,No,Yes,No,,No,No,,,No,No,No,No,No,,,,H8KS03148,"MCCAMON, MIKE",C,1.0,DEM,180148.55,0.0,180147.93,0.0,0.0,0.0,1049.85,138000.0,0.0,130587.39,0.0,0.0,41075.97,KS,3.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,mccamon, mike,
Sharice Davids,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-4.0100002,37.299999,Yes,Nonwhite,No,Yes,No,No,No,No,,Yes,No,,,No,No,No,No,Yes,,,,H8KS03155,"DAVIDS, SHARICE",C,1.0,DEM,4860761.14,424862.78,4852128.71,0.0,0.0,8632.43,0.0,0.0,0.0,0.0,0.0,38827.66,3996428.93,KS,3.0,,,,,,431469.13,5000.0,12/31/2018,26788.76,0.0,davids, sharice,
Sylvia Williams,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,None,-4.0100002,4.6999998,No,White,No,No,No,No,No,No,,No,No,,,No,No,No,No,No,,,,H8KS03163,"WILLIAMS, SYLVIA",C,1.0,DEM,317826.27,0.0,317826.27,0.0,0.0,0.0,1132.32,0.0,258000.0,15399.93,0.0,0.0,58693.95,KS,3.0,,,,,,0.0,0.0,08/27/2018,2700.0,0.0,williams, sylvia,
Tom Niermann,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,None,-4.0100002,14.3,No,White,No,No,No,No,No,No,,No,No,,,No,No,No,No,Yes,,,,H8KS03114,"NIERMANN, TOM",C,1.0,DEM,810073.47,0.0,809819.8,0.0,0.0,253.67,0.0,0.0,0.0,0.0,0.0,6015.85,803244.47,KS,3.0,,,,,,5000.0,0.0,09/30/2018,85254.0,0.0,niermann, tom,
James Thompson,KS,U.S. House Kansas District 4,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-29.309998999999998,65.300003,Yes,White,Yes,No,No,No,No,No,,,Yes,,,Yes,Yes,Yes,,,,,,H8KS04120,"THOMPSON, JAMES A MR.",C,1.0,DEM,1483689.67,0.0,1483689.67,0.0,0.0,0.0,0.0,0.0,782.91,0.0,0.0,782.91,1412976.22,KS,4.0,,,,,,65302.97,3000.0,12/31/2018,16828.5,0.0,thompson, james a mr.,
Laura Lombard,KS,U.S. House Kansas District 4,Representative,Regular,8/7/18,Lost,None,None,-29.309998999999998,34.700001,No,White,No,No,No,No,No,No,,,Yes,,,No,No,No,,,,,,H8KS04088,"LOMBARD, LAURA",C,1.0,DEM,112949.81,0.0,112949.81,0.0,0.0,0.0,1325.0,8284.4,0.0,0.0,0.0,8284.4,102089.7,KS,4.0,,,,,,1250.0,0.0,12/31/2018,7900.0,0.0,lombard, laura,
Paul Walker,KY,U.S. House Kentucky District 1,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-47.48,74.599998,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,Yes,,,,H8KY01074,"WALKER, PAUL",C,1.0,DEM,51853.84,2983.97,50083.19,0.0,0.0,1770.65,0.0,0.0,0.0,0.0,0.0,0.0,39719.87,KY,1.0,,,,,,6500.0,2650.0,12/31/2018,0.0,0.0,walker, paul,
Grant Short,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Lost,None,None,-39.509997999999996,19.59,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,H8KY02072,"SHORT, GRANT",C,1.0,DEM,1837.65,0.0,4109.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802.65,KY,2.0,,,,,,0.0,0.0,06/22/2018,0.0,0.0,short, grant,
Hank Linderman,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-39.509997999999996,30.02,Yes,White,No,No,No,No,No,No,,,,,,,No,,,,,,,H8KY02080,"LINDERMAN, HANK",C,1.0,DEM,183296.01,0.0,174079.9,0.0,0.0,9216.11,0.0,10000.0,0.0,10000.0,0.0,0.0,159224.06,KY,2.0,,,,,,13471.95,600.0,12/31/2018,0.0,0.0,linderman, hank,
Rane Eir Olivia Sessions,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Lost,None,None,-39.509997999999996,21.719998999999998,No,White,Yes,No,No,No,No,No,,,,,,,No,,,,,,,H8KY02098,"SESSIONS, RANE EIR OLIVIA",C,1.0,DEM,5753.2,0.0,6298.27,0.0,545.07,0.0,2098.2,0.0,0.0,799.8,0.0,-116.58,3655.0,KY,2.0,,,,,,0.0,0.0,05/23/2018,100.0,0.0,sessions, rane eir olivia,
Patti Piatt,KY,U.S. House Kentucky District 4,Representative,Regular,5/22/18,Lost,None,None,-36.610001000000004,37.529999,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,H8KY04144,"PIATT, PATTI",C,1.0,DEM,36119.61,0.0,36119.61,0.0,0.0,0.0,14600.0,0.0,0.0,0.0,0.0,0.0,20319.61,KY,4.0,,,,,,1200.0,0.0,05/24/2018,0.0,0.0,piatt, patti,
Seth Hall,KY,U.S. House Kentucky District 4,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-36.610001000000004,40.77,Yes,White,No,No,No,No,No,No,,,No,,,,,,,,,,,H8KY04169,"HALL, SETH BLANE 1962",C,1.0,DEM,78672.22,0.0,43953.61,0.0,0.0,0.0,0.0,32000.0,0.0,0.0,0.0,0.0,43072.22,KY,4.0,,,,,,2600.0,1000.0,11/29/2018,0.0,0.0,hall, seth blane 1962,
Kenneth Stepp,KY,U.S. House Kentucky District 5,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-62.060001,58.689999,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,H6KY05111,"STEPP, KENNETH STEPHENSON",C,1.0,DEM,2215.0,0.0,2215.0,0.0,0.0,0.0,574.0,100.0,0.0,25.0,0.0,74.0,1539.0,KY,5.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,stepp, kenneth stephenson,
Amy McGrath,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-17.41,48.66,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,,H8KY06164,"MCGRATH, AMY",C,1.0,DEM,8619205.93,622708.68,8351249.65,685500.0,0.0,267956.28,3572.5,0.0,0.0,0.0,0.0,0.0,7596397.84,KY,6.0,,,,,,390961.11,0.0,12/31/2018,71595.8,2400.0,mcgrath, amy,
Geoffrey Young,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,1.5700001000000001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,H4KY06163,"YOUNG, GEOFFREY M",C,1.0,DEM,9787.39,0.0,12047.0,0.0,2261.0,0.0,508.0,8600.0,0.0,1173.0,0.0,0.0,1271.0,KY,6.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,young, geoffrey m,
Jim Gray,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,40.509997999999996,No,White,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,S6KY00120,"GRAY, JIM P",C,1.0,DEM,65981.0,0.0,57294.0,0.0,-8688.0,0.0,55000.0,0.0,0.0,917.0,0.0,0.0,0.0,KY,0.0,,,,,,0.0,0.0,06/30/2018,-500.0,0.0,gray, jim p,
Reginald Leonard Thomas,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,7.1999998,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,No,,H8KY06156,"THOMAS, REGINALD LEONARD ""REGGIE""",C,1.0,DEM,351512.73,0.0,351512.73,0.0,0.0,0.0,1100.0,58200.0,0.0,0.0,0.0,0.0,288512.73,KY,6.0,,,,,,3700.0,0.0,09/11/2018,0.0,0.0,thomas," reginald leonard ""reggie""",
Allison Galbraith,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,28.0,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,No,,H8MD01177,"GALBRAITH, ALLISON MS.",C,1.0,DEM,110517.66,0.0,110197.68,0.0,0.0,319.98,102.0,350.0,0.0,0.0,0.0,350.0,110065.66,MD,1.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,galbraith, allison ms.,
Jesse Colvin,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-29.66,38.0,Yes,White,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,Yes,,H8MD01193,"COLVIN, JESSE",C,1.0,DEM,1876162.65,0.0,1807064.53,0.0,0.0,69098.12,0.0,0.0,0.0,0.0,0.0,0.0,1786516.48,MD,1.0,,,,,,86555.05,0.0,12/31/2018,1500.0,0.0,colvin, jesse,
Michael Brown,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,15.0,No,,,,,No,,,,,No,,,,No,,,,,No,,H8MD01243,"BROWN, MICHAEL BERNARD",C,1.0,DEM,535.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,161.0,400.0,MD,1.0,,,,,,0.0,0.0,06/27/2018,0.0,0.0,brown, michael bernard,
Michael Pullen,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,12.9,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,No,,H8MD01185,"PULLEN, MICHAEL MR.",C,1.0,DEM,193061.58,0.0,192067.31,0.0,0.0,994.27,30001.47,56555.25,0.0,0.0,0.0,56555.25,106504.86,MD,1.0,,,,,,0.0,0.0,09/30/2018,500.0,0.0,pullen, michael mr.,
Stephen Worton,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,3.9000001,No,White,No,No,No,No,No,No,,,No,,,,No,,,,,No,,H8MD01201,"WORTON, STEPHEN",C,1.0,DEM,125887.04,0.0,119824.29,0.0,0.0,0.0,542.04,122000.0,0.0,114601.98,0.0,7398.02,3331.0,MD,1.0,,,,,,14.0,0.0,06/30/2018,0.0,0.0,worton, stephen,
Andrew Duck,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,4.9000001,No,White,Yes,No,No,No,No,No,,No,Yes,,,,No,No,,,No,,,H6MD06121,"DUCK, ANDREW JAMES",O,1.0,DEM,57330.37,0.0,57330.37,1420.0,0.0,0.0,1888.51,20000.0,0.0,0.0,0.0,0.0,15205.93,MD,6.0,,,,,,100.0,0.0,07/14/2018,0.0,0.0,duck, andrew james,
Aruna Miller,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,30.700001,No,Nonwhite,No,No,Yes,No,Yes,No,,Yes,Yes,,,,No,No,,,No,,,H8MD06143,"MILLER, ARUNA",O,1.0,DEM,1471241.06,0.0,1469419.51,0.0,0.0,1821.55,1500.0,0.0,0.0,0.0,0.0,0.0,1407329.61,MD,6.0,,,,,,61046.99,0.0,12/31/2018,202109.38,250.0,miller, aruna,
Christopher Graves,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,1.6,No,White,No,No,No,No,No,No,,No,No,,,,No,No,,,No,,,H8MD06259,"GRAVES, CHRISTOPHER",O,1.0,DEM,121143.0,0.0,121143.0,0.0,0.0,0.0,0.0,105000.0,0.0,5068.39,0.0,0.0,16143.0,MD,6.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,graves, christopher,
Chris Hearsey,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,0.89999998,No,White,No,No,No,No,Yes,No,,No,Yes,,,,No,No,,,No,,,H8MD06218,"HEARSEY, CHRIS",O,1.0,DEM,70058.05,0.0,69098.26,0.0,0.0,5536.77,0.0,31500.0,0.0,0.0,0.0,28000.0,32433.43,MD,6.0,,,,,,24.62,0.0,10/31/2018,0.0,0.0,hearsey, chris,
David Trone,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Advanced,None,On the Ballot,11.89,40.299999,Yes,White,No,No,No,Yes,No,No,,No,Yes,,,,No,No,,,No,,,H6MD08549,"TRONE, DAVID",O,1.0,DEM,18468367.89,0.0,18395507.62,0.0,35674.17,108534.49,17413171.51,500000.0,0.0,0.0,0.0,500000.0,553273.79,MD,8.0,,,,,,1000.0,0.0,12/31/2018,1975.0,1000.0,trone, david,
Nadia Hashimi,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,10.4,No,Nonwhite,No,No,No,No,Yes,No,,No,Yes,,,,No,No,,,No,,,H8MD06176,"HASHIMI, NADIA DR",O,1.0,DEM,574270.65,0.0,515274.89,0.0,0.0,58995.76,6610.0,225000.0,0.0,0.0,0.0,225000.0,342660.65,MD,6.0,,,,,,0.0,0.0,09/30/2018,16343.0,0.0,hashimi, nadia dr,
Roger Manno,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,10.3,No,White,No,No,Yes,No,No,No,,No,Yes,,,,Yes,Yes,,,Yes,,,H8MD06150,"MANNO, ROGER",O,1.0,DEM,442709.56,0.0,405554.74,0.0,0.0,37154.82,12149.47,72000.0,0.0,0.0,0.0,72000.0,206196.48,MD,6.0,,,,,,152244.01,0.0,12/31/2018,18500.0,22798.0,manno, roger,
Craig Olson,ME,U.S. House Maine District 2,Representative,Regular,6/12/18,Lost,None,None,-8.130000099999998,8.8299999,No,,No,No,No,No,No,No,,,Yes,,,,,,,,,No,,H8ME02177,"OLSON, CRAIG",C,1.0,DEM,119834.0,0.0,119834.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,119809.0,ME,2.0,,,,,,0.0,0.0,12/31/2018,2950.0,0.0,olson, craig,
Jared Golden,ME,U.S. House Maine District 2,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-8.130000099999998,46.419998,Yes,,Yes,No,Yes,No,No,No,,,No,,,,,,,,,Yes,,H8ME02185,"GOLDEN, JARED",C,1.0,DEM,5776194.81,254811.93,5683486.05,50.0,0.0,92708.76,1000.0,0.0,0.0,0.0,0.0,0.0,5073758.46,ME,2.0,,,,,,409003.32,5000.0,12/31/2018,64879.81,0.0,golden, jared,
Lucas St. Clair,ME,U.S. House Maine District 2,Representative,Regular,6/12/18,Lost,None,None,-8.130000099999998,39.240002000000004,No,,No,No,No,No,No,No,,,Yes,,,,,,,,,No,,H8ME02201,"CLAIR, LUCAS ST. ",C,1.0,DEM,710128.97,0.0,707087.78,0.0,0.0,3041.19,75000.0,0.0,0.0,0.0,0.0,49979.66,621835.37,ME,2.0,,,,,,13000.0,0.0,12/31/2018,59258.0,4000.0,clair, lucas st. ,
Zackary Ringelstein,ME,U.S. Senate Maine,Senator,Regular,6/12/18,Advanced,None,On the Ballot,3.51,100.0,Yes,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,S8ME00155,"RINGELSTEIN, ZACKARY (ZAK)",C,1.0,DEM,390114.5,0.0,386951.55,0.0,0.0,3162.95,21726.19,234325.0,0.0,3170.23,0.0,231154.77,129458.3,ME,0.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,ringelstein, zackary (zak),
Frank Accavitti Jr.,MI,U.S. House Michigan District 10,Representative,Regular,8/7/18,Lost,None,None,-29.58,32.0,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,H6MI10227,"ACCAVITTI, FRANK MR. JR",O,1.0,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MI,10.0,,,,,,0.0,0.0,01/30/2017,0.0,0.0,accavitti, frank mr. jr,
Frank Accavitti Jr.,MI,U.S. House Michigan District 10,Representative,Regular,8/7/18,Lost,None,None,-29.58,32.0,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,H8MI10132,"ACCAVITTI, FRANK JR",C,1.0,DEM,12581.0,0.0,12581.0,0.0,0.0,0.0,0.0,0.0,4000.0,3021.6,0.0,978.4,1581.0,MI,10.0,,,,,,7000.0,0.0,08/31/2018,0.0,0.0,accavitti, frank jr,
Kimberly Bizon,MI,U.S. House Michigan District 10,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-29.58,41.099998,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8MI10108,"BIZON, KIMBERLY ANN",C,1.0,DEM,72150.2,0.0,49295.47,0.0,0.0,23768.54,0.0,25000.0,0.0,0.0,0.0,25000.0,43944.25,MI,10.0,,,,,,2205.95,1000.0,12/31/2018,0.0,0.0,bizon, kimberly ann,
Michael McCarthy,MI,U.S. House Michigan District 10,Representative,Regular,8/7/18,Lost,None,None,-29.58,26.9,No,,,,,No,,No,,,,,,,,,,,,,,H8MI10124,"MCCARTHY, MICHAEL MR.",C,1.0,DEM,118016.88,0.0,118016.88,0.0,0.0,0.0,109250.25,0.0,0.0,0.0,0.0,0.0,8766.63,MI,10.0,,,,,,0.0,0.0,09/04/2018,0.0,0.0,mccarthy, michael mr.,
Fayrouz Saad,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,-7.179999799999999,19.5,No,Nonwhite,No,No,No,No,No,Yes,,,,,,,,Yes,,,,,,H8MI11262,"SAAD, FAYROUZ",O,1.0,DEM,769824.46,0.0,764190.15,0.0,0.0,4875.0,7368.81,25000.0,0.0,0.0,0.0,25000.0,730532.44,MI,11.0,,,,,,6200.0,0.0,09/30/2018,22304.01,0.0,saad, fayrouz,
Haley Stevens,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-7.179999799999999,27.0,Yes,White,No,No,No,No,No,Yes,,,,,,,,No,,,,,,H8MI11254,"STEVENS, HALEY",O,1.0,DEM,4199606.98,489160.48,4184088.91,0.0,0.0,15518.07,0.0,0.0,0.0,0.0,0.0,0.0,3176601.74,MI,11.0,,,,,,528691.88,5149.0,12/31/2018,30435.26,4022.34,stevens, haley,
Suneel Gupta,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,-7.179999799999999,21.299999,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,No,,,,,,H8MI11346,"GUPTA, SUNEEL",O,1.0,DEM,1482709.21,0.0,1478978.85,0.0,0.0,3730.36,5400.0,200000.0,0.0,0.0,0.0,200000.0,1264967.88,MI,11.0,,,,,,8000.0,0.0,12/31/2018,238878.0,0.0,gupta, suneel,
Tim Greimel,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,-7.179999799999999,21.799999,No,White,No,No,Yes,No,No,No,,,,,,,,No,,,,,,H8MI11338,"GREIMEL, TIM",O,1.0,DEM,1018677.7,0.0,1016015.58,0.0,0.0,2662.12,0.0,0.0,0.0,0.0,0.0,0.0,829327.83,MI,11.0,,,,,,187851.0,0.0,12/31/2018,57369.0,20025.0,greimel, tim,
William Wild,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,None,60.720001,14.0,No,White,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,H8MI13276,"WILD, WILLIAM R.",O,1.0,DEM,650509.0,0.0,647509.48,0.0,0.0,2999.52,0.0,0.0,66250.0,0.0,0.0,66250.0,577309.0,MI,13.0,,,,,,6650.0,0.0,12/31/2018,12953.0,0.0,wild, william r.,
William Wild,MI,U.S. House Michigan District 13,Representative,Special,8/7/18,Lost,None,None,60.720001,15.2,No,White,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,H8MI13276,"WILD, WILLIAM R.",O,1.0,DEM,650509.0,0.0,647509.48,0.0,0.0,2999.52,0.0,0.0,66250.0,0.0,0.0,66250.0,577309.0,MI,13.0,,,,,,6650.0,0.0,12/31/2018,12953.0,0.0,wild, william r.,
