Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,LAST_NAME,FIRST_NAME,SP_TITLE
Daniel O'Connor,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-13.63,40.52,Yes,,No,No,Yes,No,No,No,,,Yes,,,,,No,,Yes,,,,H8OH12297,"O'CONNOR, DANIEL JAY",O,1.0,DEM,8504867.51,32812.65,8462831.59,0.0,0.0,42035.92,0.0,0.0,0.0,0.0,0.0,0.0,8050254.59,OH,12.0,,,,,,418033.87,3766.4,12/31/2018,215520.22,6147.71,o'connor, daniel jay,
Ed Albertson,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,7.860000099999999,No,,Yes,No,No,No,No,No,,,No,,,,,No,,No,,,,H6OH12127,"ALBERTSON, ED",C,1.0,DEM,27509.82,0.0,31997.23,2000.0,6572.85,2085.44,2425.95,0.0,0.0,0.0,0.0,0.0,25067.87,OH,12.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,albertson, ed,
Ed Albertson,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,8.0799999,No,,Yes,No,No,No,No,No,,,No,,,,,No,,No,,,,H6OH12127,"ALBERTSON, ED",C,1.0,DEM,27509.82,0.0,31997.23,2000.0,6572.85,2085.44,2425.95,0.0,0.0,0.0,0.0,0.0,25067.87,OH,12.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,albertson, ed,
Jackie Patton,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,14.02,No,,No,No,No,No,No,No,,,Yes,,,,,No,,No,,,,H8OH12214,"PATTON, JACKIE",C,1.0,DEM,33439.54,0.0,33364.61,0.0,0.0,74.93,581.37,0.0,0.0,0.0,0.0,7998.23,32858.17,OH,12.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,patton, jackie,
Jackie Patton,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,13.58,No,,No,No,No,No,No,No,,,Yes,,,,,No,,No,,,,H8OH12214,"PATTON, JACKIE",C,1.0,DEM,33439.54,0.0,33364.61,0.0,0.0,74.93,581.37,0.0,0.0,0.0,0.0,7998.23,32858.17,OH,12.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,patton, jackie,
John Russell,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,16.700001,No,,No,No,No,No,No,No,,,Yes,,,,,Yes,,No,,,,H8OH12271,"RUSSELL, JOHN",O,1.0,DEM,140127.85,0.0,138941.57,0.0,0.0,1186.28,21750.0,0.0,0.0,0.0,0.0,0.0,118377.85,OH,12.0,,,,,,0.0,0.0,12/31/2018,11750.0,0.0,russell, john,
John Russell,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,16.27,No,,No,No,No,No,No,No,,,Yes,,,,,Yes,,No,,,,H8OH12271,"RUSSELL, JOHN",O,1.0,DEM,140127.85,0.0,138941.57,0.0,0.0,1186.28,21750.0,0.0,0.0,0.0,0.0,0.0,118377.85,OH,12.0,,,,,,0.0,0.0,12/31/2018,11750.0,0.0,russell, john,
Zach Scott,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,16.1,No,,No,No,Yes,No,No,No,,,No,,,,,No,,No,,,,H8OH12164,"SCOTT, ZACH",C,1.0,DEM,58967.62,0.0,56654.17,0.0,4087.0,313.0,0.0,0.0,0.0,0.0,0.0,22059.29,55867.62,OH,12.0,,,,,,3100.0,0.0,11/06/2018,0.0,0.0,scott, zach,
Zach Scott,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,16.76,No,,No,No,Yes,No,No,No,,,No,,,,,No,,No,,,,H8OH12164,"SCOTT, ZACH",C,1.0,DEM,58967.62,0.0,56654.17,0.0,4087.0,313.0,0.0,0.0,0.0,0.0,0.0,22059.29,55867.62,OH,12.0,,,,,,3100.0,0.0,11/06/2018,0.0,0.0,scott, zach,
Rick Neal,OH,U.S. House Ohio District 15,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-15.48,63.540001000000004,Yes,,No,Yes,No,No,No,No,,,Yes,,,,,,,,,,,H8OH15134,"NEAL, RICK",C,1.0,DEM,1328023.44,4700.0,1326595.37,0.0,0.0,1428.07,29140.83,275000.0,0.0,0.0,0.0,275000.0,934512.08,OH,15.0,,,,,,72620.53,200.0,12/31/2018,8176.29,0.0,neal, rick,
Aaron Godfrey,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,7.9099998,No,,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,,H8OH16090,"GODFREY, AARON PAUL",O,1.0,DEM,9804.2,0.0,9192.67,0.0,0.0,611.53,0.0,0.0,0.0,0.0,0.0,27.79,9303.56,OH,16.0,,,,,,500.0,0.0,12/31/2018,16.0,0.0,godfrey, aaron paul,
Grant Goodrich,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,28.059998999999998,No,,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,,,H8OH16173,"GOODRICH, GRANT G.",O,1.0,DEM,185147.02,0.0,242015.04,0.0,0.0,0.0,115.0,30000.0,10000.0,1835.68,0.0,24082.16,141779.4,OH,16.0,,,,,,3250.0,0.0,08/06/2018,36000.0,0.0,goodrich, grant g.,
Susan Moran Palmer,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-17.030001000000002,34.630001,Yes,,No,No,No,No,No,No,,,Yes,,,,No,,,,,,,H8OH16157,"PALMER, SUSAN MORAN",O,1.0,DEM,473098.14,0.0,473098.14,0.0,0.0,0.0,9866.86,137000.0,0.0,105278.24,0.0,31721.76,311448.75,OH,16.0,,,,,,14705.05,0.0,12/06/2018,467.66,0.0,palmer, susan moran,
TJ Mulloy,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,15.54,No,White,No,No,No,No,No,No,,,No,,,,No,,,,,,,H8OH16181,"MULLOY, TJ",O,1.0,DEM,33171.3,0.0,33171.3,0.0,0.0,0.0,0.0,9000.0,0.0,951.16,0.0,0.0,15891.3,OH,16.0,,,,,,8280.0,0.0,07/01/2018,0.0,0.0,mulloy, tj,
Janet Everhard,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Lost,None,None,-17.360001,34.400002,No,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,H6OH02292,"EVERHARD, JANET",C,1.0,DEM,57777.75,0.0,54766.6,0.0,50.0,3061.15,28072.38,0.0,0.0,0.0,0.0,0.0,29205.37,OH,2.0,,,,,,500.0,0.0,09/30/2018,0.0,0.0,everhard, janet,
Jill Schiller,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-17.360001,54.200001,Yes,,No,No,No,No,No,Yes,,,Yes,,,,,,,,,,,H8OH02124,"SCHILLER, JILL",C,1.0,DEM,606159.38,14067.96,585262.38,0.0,0.0,20897.0,1238.68,25000.0,0.0,0.0,0.0,25000.0,531068.37,OH,2.0,,,,,,33700.0,0.0,12/31/2018,127.28,0.0,schiller, jill,
Janet Garrett,OH,U.S. House Ohio District 4,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-31.23,83.849998,Yes,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,H4OH04046,"GARRETT, JANET PATRICIA MRS.",C,1.0,DEM,700139.29,0.0,702882.25,0.0,9268.11,5751.38,0.0,0.0,0.0,0.0,0.0,4310.74,676418.06,OH,4.0,,,,,,22025.0,1400.0,12/31/2018,1055.0,1000.0,garrett, janet patricia mrs.,
John Michael Galbraith,OH,U.S. House Ohio District 5,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-23.809998999999998,73.199997,Yes,,No,No,No,No,No,No,,,No,,,,,,,,,,,H8OH05150,"GALBRAITH, JOHN MICHAEL",C,1.0,DEM,212609.78,0.0,211954.48,0.0,0.0,792.48,0.0,0.0,0.0,0.0,0.0,0.0,199993.38,OH,5.0,,,,,,6465.0,2625.0,11/26/2018,0.0,0.0,galbraith, john michael,
Shawna Roberts,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-37.610001000000004,74.5,Yes,,No,No,No,No,No,No,,,,,,,,,,Yes,,,,H8OH06133,"ROBERTS, SHAWNA",C,1.0,DEM,23027.73,601.18,28070.47,0.0,0.0,4644.5,0.0,0.0,0.0,0.0,0.0,0.0,20381.55,OH,6.0,,,,,,300.0,1050.0,12/31/2018,0.0,0.0,roberts, shawna,
Werner Lange,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Lost,None,None,-37.610001000000004,25.5,No,,No,No,No,No,No,No,,,,,,,,,,No,,,,H8OH06117,"LANGE, WERNER",C,1.0,DEM,797.0,0.0,755.0,0.0,149.0,191.0,700.0,0.0,0.0,0.0,0.0,0.0,97.0,OH,6.0,,,,,,0.0,0.0,05/19/2018,0.0,0.0,lange, werner,
Kenneth Harbaugh,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-27.18,80.199997,Yes,,Yes,No,No,No,No,No,Yes,,No,,,,,,,,,Yes,,H8OH07123,"HARBAUGH, KENNETH",C,1.0,DEM,3059075.7,331791.75,3039509.63,0.0,0.0,19566.07,2050.0,0.0,0.0,0.0,0.0,557.5,2467011.22,OH,7.0,,,,,,255086.55,1100.0,12/31/2018,29077.28,1063.89,harbaugh, kenneth,
Patrick Pikus,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Lost,None,None,-27.18,19.799999,No,,No,No,No,No,No,No,No,,No,,,,,,,,,No,,H8OH07131,"PIKUS, PATRICK",C,1.0,DEM,5525.0,0.0,4529.38,0.0,0.0,995.62,0.0,0.0,0.0,0.0,0.0,0.0,5525.0,OH,7.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,pikus, patrick,
Matthew Guyette,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,-34.779999,13.63,No,,No,Yes,No,No,No,No,,,No,,,,,,,,,,,H4OH08088,"GUYETTE, MATTHEW JOHN",C,1.0,DEM,3075.0,0.0,3075.0,0.0,0.0,0.0,1549.0,0.0,0.0,0.0,0.0,0.0,1326.0,OH,8.0,,,,,,0.0,200.0,09/30/2018,0.0,0.0,guyette, matthew john,
Theodore Jones,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,-34.779999,16.280001000000002,No,,No,No,No,No,No,No,,,No,,,,,,,,,,,H8OH08071,"JONES, THEODORE",C,1.0,DEM,5352.0,0.0,4046.8,0.0,0.0,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,5152.0,OH,8.0,,,,,,0.0,200.0,09/26/2018,670.0,0.0,jones, theodore,
Vanessa Enoch,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-34.779999,57.91,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,,,,,,,,H8OH08097,"ENOCH, VANESSA L. DR.",C,1.0,DEM,64238.3,0.0,52184.14,0.0,0.0,9740.64,0.0,0.0,0.0,0.0,0.0,0.0,60283.1,OH,8.0,,,,,,1710.67,1550.0,12/31/2018,1000.0,0.0,enoch, vanessa l. dr.,
Amanda Douglas,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,,-31.959999,32.41,,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,H8OK01181,"DOUGLAS, AMANDA",O,1.0,DEM,11474.83,0.0,11234.11,0.0,0.0,240.72,130.58,0.0,0.0,0.0,0.0,0.0,11343.97,OK,1.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,douglas, amanda,
Tim Gilpin,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,,-31.959999,34.48,,,No,No,No,No,No,No,,,No,,,,,,,,,,,H8OK01173,"GILPIN, TIM",O,1.0,DEM,402482.15,0.0,398492.47,0.0,0.0,3989.68,0.0,0.0,22500.0,0.0,9500.0,13000.0,368689.68,OK,1.0,,,,,,9305.77,0.0,12/31/2018,0.0,0.0,gilpin, tim,
Donald Clayton Padgett,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,On the Ballot,,-49.009997999999996,24.23,,,Yes,No,No,No,No,No,,,,,,,,,,,,,,H8OK02155,"PADGETT, DONALD CLAYTON",C,1.0,DEM,100741.11,0.0,100741.11,0.0,0.0,0.0,645.37,8000.0,0.0,0.0,0.0,0.0,91895.21,OK,2.0,,,,,,0.0,0.0,10/11/2018,100.0,0.0,padgett, donald clayton,
Elijah McIntosh,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Lost,None,,-49.009997999999996,19.02,,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,,H8OK02163,"MCINTOSH, ELIJAH",C,1.0,DEM,33815.72,0.0,33790.58,0.0,0.0,25.14,0.0,6905.0,0.0,0.0,0.0,15525.85,26810.72,OK,2.0,,,,,,0.0,100.0,12/31/2018,0.0,0.0,mcintosh, elijah,
Jason Nichols,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,On the Ballot,,-49.009997999999996,37.880001,,Nonwhite,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,H8OK02148,"NICHOLS, JASON",C,1.0,DEM,138025.78,0.0,128789.04,0.0,1000.0,10236.74,3175.57,0.0,0.0,0.0,0.0,0.0,120795.44,OK,2.0,,,,,,4350.0,8435.0,12/31/2018,0.0,0.0,nichols, jason,
Fred Gipson,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,On the Ballot,,-39.130001,30.360001,,,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,H8OK04078,"GIPSON, FRED ALLEN",C,1.0,DEM,46462.36,0.0,46714.0,0.0,100.0,-151.64,649.5,0.0,0.0,0.0,0.0,0.0,41713.91,OK,4.0,,,,,,0.0,0.0,08/08/2018,0.0,0.0,gipson, fred allen,
Mary Brannon,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,On the Ballot,,-39.130001,34.360001000000004,,,No,No,No,No,No,No,,,,,,,,,,,,,,H8OK04094,"BRANNON, MARY",C,1.0,DEM,16994.33,0.0,10757.72,0.0,0.0,906.6,1716.46,5024.0,0.0,200.0,0.0,300.0,1675.0,OK,4.0,,,,,,0.0,8303.87,01/31/2019,0.0,0.0,brannon, mary,
Eddie Porter,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,10.63,,,No,No,No,No,No,No,,,,,,,,,,,,,,H8OK05091,"PORTER, EDDIE RAY",C,1.0,DEM,19905.0,0.0,19905.0,0.0,0.0,0.0,0.0,18350.0,0.0,0.0,0.0,0.0,1555.0,OK,5.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,porter, eddie ray,
Kendra Horn,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Advanced,On the Ballot,,-17.18,43.84,,,No,No,No,No,No,No,,,,,,,,,,,,,,H8OK05109,"HORN, KENDRA",C,1.0,DEM,1283785.99,0.0,1184293.99,0.0,0.0,99492.0,0.0,0.0,0.0,0.0,0.0,39250.0,1178028.48,OK,5.0,,,,,,104557.51,1200.0,12/31/2018,0.0,0.0,horn, kendra,
Thomas Guild,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Advanced,On the Ballot,,-17.18,17.91,,,No,No,No,No,No,No,,,,,,,,,,,,,,H0OK05155,"GUILD, THOMAS EUGENE",C,1.0,DEM,93703.93,0.0,93703.93,0.0,0.0,0.0,0.0,67300.0,0.0,0.0,0.0,0.0,26403.93,OK,5.0,,,,,,0.0,0.0,10/17/2018,0.0,0.0,guild, thomas eugene,
Eric Burnette,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,4.619999900000001,No,,No,No,No,No,No,No,,,,,,,Yes,,,,Yes,,,H8OR02153,"BURNETTE, ERIC",C,1.0,DEM,75202.0,0.0,75202.0,0.0,0.0,0.0,0.0,13000.0,0.0,292.03,0.0,0.0,52122.0,OR,2.0,,,,,,10000.0,0.0,07/30/2018,100.0,0.0,burnette, eric,
Jamie McLeod-Skinner,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-21.68,42.82,Yes,White,No,Yes,Yes,No,Yes,No,,,,,,,,,,Yes,,,,H8OR02161,"MCLEOD-SKINNER, JAMIE",C,1.0,DEM,1324502.54,0.0,1317791.68,0.0,0.0,6710.86,0.0,0.0,0.0,0.0,0.0,3400.0,1259888.09,OR,2.0,,,,,,35493.0,2500.0,12/31/2018,2027.3,1500.0,mcleod-skinner, jamie,
Jennifer Neahring,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,23.68,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,H8OR02179,"NEAHRING, JENNIFER",C,1.0,DEM,175768.13,0.0,175768.13,0.0,0.0,0.0,0.0,75000.0,0.0,1098.49,0.0,0.0,99420.33,OR,2.0,,,,,,1000.0,0.0,09/26/2018,0.0,0.0,neahring, jennifer,
James Crary,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,11.44,No,,Yes,No,No,No,No,No,,,,,,,,,,,,,,H6OR02181,"CRARY, JAMES ""JIM""",C,1.0,DEM,68778.3,0.0,71279.08,0.0,0.0,0.0,4022.0,0.0,0.0,0.0,0.0,0.0,44956.3,OR,2.0,,,,,,0.0,0.0,07/10/2018,0.0,0.0,crary," james ""jim""",
Raz Mason,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,5.3000002,No,,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,H8OR02187,"MASON, RAZ",C,1.0,DEM,8660.0,0.0,8797.42,0.0,0.0,-137.42,0.0,0.0,0.0,0.0,0.0,283.24,8658.0,OR,2.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0,mason, raz,
Timothy White,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,5.8600001,No,,No,No,No,No,No,No,,,,,,,,,,,,,,H8OR02146,"WHITE, TIMOTHY",C,1.0,DEM,10424.0,0.0,19257.3,0.0,0.0,-9239.48,0.0,0.0,0.0,0.0,0.0,0.0,10424.0,OR,2.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,white, timothy,
Rachel Reddick,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,None,-0.63,35.330002,No,White,Yes,No,No,No,No,No,,Yes,Yes,,,,,,,,,Yes,,H8PA08141,"REDDICK, RACHEL",O,1.0,DEM,501766.01,0.0,501743.28,0.0,0.0,0.0,2250.0,7712.0,0.0,5131.9,0.0,0.0,453644.92,PA,1.0,,,,,,32950.0,0.0,12/12/2018,28095.0,0.0,reddick, rachel,
Henry Scott Wallace,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-0.63,56.48,Yes,White,No,No,No,Yes,No,No,,,Yes,,,,,,,,,,,H8PA08174,"WALLACE, HENRY SCOTT",O,1.0,DEM,14181196.89,25391.39,13544540.43,0.0,0.0,636656.46,22892.0,12734000.0,0.0,0.0,0.0,500000.0,1231362.16,PA,1.0,,,,,,166145.85,565.88,12/31/2018,7946.53,0.0,wallace, henry scott,
Steve Bacher,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,None,-0.63,8.1899996,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,H8PA08166,"BACHER, STEVE",O,1.0,DEM,54625.86,0.0,54435.01,0.0,0.0,190.85,2600.0,10000.0,0.0,0.0,0.0,15996.97,42025.86,PA,1.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,bacher, steve,
Robert Alan Howe,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,10.81,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,H8PA11053,"HOWE, ROBERT ALAN",O,1.0,DEM,30034.41,0.0,26392.13,0.0,0.0,3642.28,9730.96,0.0,0.0,0.0,0.0,0.0,20303.45,PA,10.0,,,,,,0.0,0.0,04/25/2018,0.0,0.0,howe, robert alan,
Eric Ding,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,17.99,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,,H8PA10204,"DING, ERIC",C,1.0,DEM,306032.78,0.0,306032.78,0.0,0.0,0.0,1831.03,73700.0,0.0,40100.0,0.0,66200.0,208590.72,PA,10.0,,,,,,20750.0,0.0,12/31/2018,24950.0,0.0,ding, eric,
George Scott,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-10.86,36.330002,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,H8PA04090,"SCOTT, GEORGE",C,1.0,DEM,2219555.91,0.0,2201795.35,15000.0,0.0,17760.56,1225.0,26000.0,0.0,26000.0,0.0,0.0,1913882.86,PA,10.0,,,,,,271193.08,4884.23,12/31/2018,796.25,1000.0,scott, george,
Shavonnia Corbin-Johnson,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,34.869999,No,Nonwhite,No,No,No,No,No,Yes,,Yes,,,,,,,,,,,,H8PA04108,"CORBIN-JOHNSON, SHAVONNIA",C,1.0,DEM,245856.38,0.0,234771.3,0.0,0.0,11085.08,0.0,0.0,0.0,0.0,0.0,0.0,239856.38,PA,4.0,,,,,,6000.0,0.0,12/31/2018,7755.55,0.0,corbin-johnson, shavonnia,
Jessica King,PA,U.S. House Pennsylvania District 11,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-27.51,100.0,Yes,White,No,No,No,No,No,No,,,,,,Yes,Yes,Yes,,,Yes,,,H8PA16078,"KING, JESSICA",O,1.0,DEM,1947624.76,26171.4,1874912.34,0.0,0.0,72712.42,1000.0,0.0,0.0,0.0,0.0,10757.44,1844330.57,PA,11.0,,,,,,69311.09,0.0,12/31/2018,2208.23,0.0,king, jessica,
Judith Herschel,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Lost,None,None,-36.009997999999996,49.610001000000004,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8PA10170,"HERSCHEL, JUDITH L",C,1.0,DEM,146760.53,0.0,146565.8,0.0,0.0,194.73,5758.85,0.0,0.0,0.0,0.0,9976.0,140911.7,PA,10.0,,,,,,0.0,0.0,12/31/2018,80.0,0.0,herschel, judith l,
Marc Friedenberg,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-36.009997999999996,50.389998999999996,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,,,,,H8PA05204,"FRIEDENBERG, MARC",C,1.0,DEM,156485.31,0.0,90405.56,0.0,0.0,66079.75,427.5,0.0,0.0,0.0,0.0,0.0,152590.6,PA,12.0,,,,,,2945.29,0.0,12/31/2018,0.0,0.0,friedenberg, marc,
Brent Ottaway,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-45.43,100.0,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8PA13133,"OTTAWAY, BRENT M",C,1.0,DEM,34922.29,0.0,30785.2,0.0,-100.0,482.33,3200.0,0.0,0.0,0.0,0.0,0.0,26870.68,PA,13.0,,,,,,1750.0,3101.61,12/31/2018,0.0,0.0,ottaway, brent m,
Bibiana Boerio,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-28.709999,43.200001,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,H8PA14065,"BOERIO, BIBIANA",C,1.0,DEM,690533.84,0.0,666896.95,0.0,0.0,23636.89,188820.98,227500.0,0.0,0.0,0.0,227500.0,241101.3,PA,14.0,,,,,,29750.0,3000.0,12/31/2018,3225.02,0.0,boerio, bibiana,
Robert Solomon,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,19.040001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,H8PA18157,"SOLOMON, ROBERT",O,1.0,DEM,285769.74,0.0,275009.8,0.0,0.0,4579.92,0.0,251783.69,0.0,0.0,0.0,146300.0,33766.85,PA,14.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0,solomon, robert,
Thomas Prigg,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,13.89,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,H8PA12069,"PRIGG, THOMAS LEE",C,1.0,DEM,48483.6,0.0,46983.11,0.0,0.0,-152.22,417.61,0.0,0.0,0.0,0.0,0.0,48065.99,PA,14.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,prigg, thomas lee,
Susan Boser,PA,U.S. House Pennsylvania District 15,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-41.73,74.559998,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8PA09065,"BOSER, SUSAN",O,1.0,DEM,144712.13,0.0,145888.87,0.0,0.0,-1176.74,3518.09,26505.31,0.0,0.0,0.0,26505.31,107643.34,PA,15.0,,,,,,5103.93,1941.46,12/31/2018,0.0,0.0,boser, susan,
Chris Rieger,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Lost,None,None,-18.73,24.92,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8PA03126,"RIEGER, CHRIS",C,1.0,DEM,28536.85,0.0,28536.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23536.85,PA,16.0,,,,,,5000.0,0.0,12/31/2018,0.0,0.0,rieger, chris,
Robert Multari,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Lost,None,None,-18.73,15.11,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,,H8PA16086,"MULTARI, ROBERT DR.",C,1.0,DEM,46790.0,0.0,46790.0,0.0,0.0,0.0,0.0,0.0,35100.0,0.0,2881.62,32218.38,11690.0,PA,16.0,,,,,,0.0,0.0,07/30/2018,0.0,0.0,multari, robert dr.,
